Part Number,Package,Package,Core,Operating Frequency (MHz) (Processor speed),FLASH Size (Prog),Data0E2PROM0(B),Internal RAM Size,Timers (16 bit) typ,Timers (32 bit) typ,Other timer functions,A/D Converters (12-bit channels) default,A/D Converters (16-bit channels) default,D/A Converters  (12 bit),Comparator,I/Os (High Current),Display controller ,Integrated op-amps,I2C,SPI,I2S,CAN ,USB Type,USART ,UART,Additional Serial Interfaces,Parallel Interfaces ,Crypto-HASH ,TRNG,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (Lowest power mode) typ,Supply Current (µA) (Run mode (per Mhz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,,,,,,,,,,,,,,,
STM32F732VE,Active,Active,ARM Cortex-M7,216,512,0,256,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,82,-0,-0,4,4,3,1,USB OTG FS + USB OTG FS/HS,4,4,SAI,Dual Quad SPI,FMC,SDIO,AES,true,1.7,3.6,-0,-0,-40,105,85,,,,,,,,,,
STM32F732ZE,Active,Active,ARM Cortex-M7,216,512,0,256,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,114,-0,-0,4,-0,3,1,USB OTG FS + USB OTG FS/HS,4,-0,SAI,Dual Quad SPI,FMC,SDIO,AES,true,1.7,3.6,-0,-0,-40,105,85,,,,,,,,,,
STM32F733IE,Active,Active,ARM Cortex-M7,216,512,0,256,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,138,-0,-0,4,4,3,1,USB OTG FS + USB OTG FS/HS,4,4,SAI,Dual Quad SPI,FMC,SDIO,AES,true,1.7,3.6,-0,-0,-40,105,85,,,,,,,,,,
STM32F733VE,Active,Active,ARM Cortex-M7,216,512,0,256,12,2,-0,16,-0,2,-0,79,-0,-0,4,4,3,1,-0,4,4,SAI,Dual Quad SPI,FMC,SDIO,AES,true,1.7,3.6,-0,-0,-40,85,,,,,,,,,,,,,
STM32F733ZE,Active,Active,ARM Cortex-M7,216,512,0,256,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,112,-0,-0,4,5,3,1,USB OTG FS + USB OTG FS/HS,4,4,SAI,Dual Quad SPI,FMC,SDIO,AES,true,1.7,3.6,-0,-0,-40,105,85,,,,,,,,,,
STM32F745IE,Active,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,-0,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,105,85,,,,,
STM32F745IG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,-0,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,85,,,,,,
STM32F745VE,Active,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,82,-0,-0,4,4,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,85,,,,,,
STM32F745VG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,82,-0,-0,4,4,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,420,-40,85,,,,,,
STM32F745ZE,Active,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,-0,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,85,,,,,,
STM32F745ZG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,-0,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,105,85,,,,,
STM32F746BE,Active,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,85,,,,,,
STM32F746BG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,105,85,,,,,
STM32F746IE,Active,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,85,,,,,,
STM32F746IG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,105,85,,,,,
STM32F746NE,Active,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,85,,,,,,
STM32F746NG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,105,85,,,,,
STM32F746VE,Active,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,82,LCD TFT Controller up to 1024x728,-0,4,4,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,85,,,,,,
STM32F746VG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,82,LCD TFT Controller up to 1024x728,-0,4,4,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,DCMI,Dual Quad SPI,FMC,FSMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,105,85,,,,,
STM32F746ZE,Active,Active,ARM Cortex-M7,216,512,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,85,,,,,,
STM32F746ZG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,DCMI,Dual Quad SPI,FMC,FSMC,SDIO,-0,true,1.7,3.6,1.7,472,-40,105,85,,,,,
STM32F756BG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Dual Quad SPI,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,1.7,472,-40,85,,,,,
STM32F756IG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Dual Quad SPI,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,1.7,472,-40,85,,,,,
STM32F756NG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Dual Quad SPI,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,1.7,472,-40,85,,,,,
STM32F756VG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,16,-0,2,-0,82,LCD TFT Controller up to 1024x728,-0,4,4,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Dual Quad SPI,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,1.7,472,-40,85,,,,,
STM32F756ZG,Active,Active,ARM Cortex-M7,216,1024,0,320,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,LCD TFT Controller up to 1024x728,-0,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Dual Quad SPI,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,1.7,472,-40,85,,,,,
STM32F765BG,Active,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,-0,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F765BI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,-0,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F765IG,Active,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,-0,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F765II,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,-0,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,105,85,,,,
STM32F765NG,Active,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,-0,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,105,85,,,,
STM32F765NI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,-0,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F765ZG,Active,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,-0,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,105,85,,,,
STM32F765ZI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,-0,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F767BG,Active,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F767BI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F767IG,Active,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F767II,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F767NG,Active,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F767NI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,105,,,,,
STM32F767ZG,Active,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F767ZI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F769AI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F769BG,Active,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728 ,MIPI DSI,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,
STM32F769BI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F769IG,Active,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,LCD TFT Controller up to 1024x728 ,MIPI DSI,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,
STM32F769II,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F769NG,Active,Active,ARM Cortex-M7,216,1024,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728 ,MIPI DSI,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,
STM32F769NI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,-0,true,1.7,3.6,2.5,420,-40,85,,,,,
STM32F777BI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,2.5,420,-40,85,
STM32F777II,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,2.5,420,-40,105,85
STM32F777NI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,2.5,420,-40,105,85
STM32F777ZI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,LCD TFT Controller up to 1024x728,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,2.5,420,-40,85,
STM32F779AI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,114,LCD TFT Controller up to 1024x728 ,MIPI DSI,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,2.5,420,-40,85
STM32F779BI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728 ,MIPI DSI,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,2.5,420,-40,85
STM32F779II,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,140,LCD TFT Controller up to 1024x728 ,MIPI DSI,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,2.5,420,-40,85
STM32F779NI,Active,Active,ARM Cortex-M7,216,2048,0,512,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,168,LCD TFT Controller up to 1024x728 ,MIPI DSI,-0,4,6,3,3,USB OTG FS + USB OTG FS/HS,4,4,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DCMI,DFSDM,Dual Quad SPI,FMC,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,2.5,420,-40,85
STM32H743BI,Active,Active,ARM Cortex-M7,400,2048,0,1024,18,2,24-bit downcounter,2xWDG,HR Timer,LP timer,RTC,-0,20,2,2,168,LCD TFT Controller up to 1024x728,2,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,5,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DFSDM,Dual Quad SPI,FMC,SD/MMC,SDIO,-0,true,1.7,3.6,7,278,-40,85,,,
STM32H743II,Evaluation,Evaluation,ARM Cortex-M7,400,2048,0,1024,18,2,24-bit downcounter,2xWDG,HR Timer,LP timer,RTC,-0,20,2,2,140,LCD TFT Controller up to 1024x728,2,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,5,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DFSDM,Dual Quad SPI,FMC,SD/MMC,SDIO,-0,true,1.7,3.6,7,278,-40,85,,,
STM32H743VI,Evaluation,Evaluation,ARM Cortex-M7,400,2048,0,1024,18,2,24-bit downcounter,2xWDG,HR Timer,LP timer,RTC,-0,20,2,2,82,LCD TFT Controller up to 1024x728,2,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,5,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DFSDM,Dual Quad SPI,FMC,SD/MMC,SDIO,-0,true,1.7,3.6,7,278,-40,40,85,,
STM32H743XI,Evaluation,Evaluation,ARM Cortex-M7,400,2048,0,1024,18,2,24-bit downcounter,2xWDG,HR Timer,LP timer,RTC,-0,20,2,2,168,LCD TFT Controller up to 1024x728,2,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,5,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DFSDM,Dual Quad SPI,FMC,SD/MMC,SDIO,-0,true,1.7,3.6,7,278,-40,85,,,
STM32H743ZI,Evaluation,Evaluation,ARM Cortex-M7,400,2048,0,1024,18,2,LP timer,-0,20,2,2,114,LCD TFT Controller up to 1024x728,2,4,6,3,2,USB OTG FS + USB OTG FS/HS,4,5,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DFSDM,Dual Quad SPI,FMC,SD/MMC,SDIO,-0,true,1.7,3.6,7,278,-40,85,,,,,,,
STM32H753BI,Evaluation,Evaluation,ARM Cortex-M7,400,2048,0,1024,18,2,24-bit downcounter,2xWDG,HR Timer,RTC,-0,20,-0,2,168,LCD TFT Controller up to 1024x728,2,4,6,3,2,USB OTG FS,USB OTG FS + USB OTG FS/HS,4,5,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DFSDM,Dual Quad SPI,FMC,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,-0,-0,-40,85
STM32H753II,Active,Active,ARM Cortex-M7,400,2048,0,1024,18,2,24-bit downcounter,2xWDG,HR Timer,RTC,-0,20,2,2,140,LCD TFT Controller up to 1024x728,2,4,6,3,2,USB OTG FS,USB OTG FS + USB OTG FS/HS,4,5,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DFSDM,Dual Quad SPI,FMC,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,-0,-0,-40,85
STM32H753VI,Active,Active,ARM Cortex-M7,400,2048,0,1024,18,2,24-bit downcounter,2xWDG,HR Timer,RTC,-0,20,2,2,82,LCD TFT Controller up to 1024x728,2,4,6,3,2,USB OTG FS,USB OTG FS + USB OTG FS/HS,4,5,Ethernet,HDMI CEC,S/PDIF,SAI,Camera IF,DFSDM,Dual Quad SPI,FMC,SDIO,AES,DES/TDES,HMAC,MD5,SHA,true,1.7,3.6,-0,-0,-40,85
